latitude,longitude
40.6726402,-73.970024
40.6729565,-73.9683269
40.6729301,-73.9679692
40.6999613,-73.9868695
40.6991335,-73.9868756
40.6999292,-73.9862192
40.744505,-73.975224
40.745798,-73.974306
40.7601488,-73.9988039
40.7608279,-73.9983286
40.7244132,-74.0059302
40.7237914,-74.006113
40.726435,-74.005658
40.7278806,-74.0054267
40.7256753,-74.0057082
40.7206388,-74.0052198
40.7203422,-74.0054889
40.721063,-73.998196
40.71843,-74.000532
40.720044,-73.999061
40.7217139,-74.0053281
40.7192474,-73.9902109
40.7191047,-73.9902756
40.7191862,-73.9905533
40.7162425,-73.9920125
40.7174257,-73.991418
40.7343533,-73.9380409
40.7345806,-73.93739
40.734993,-73.936285
40.736342,-73.932654
40.735554,-73.93478
40.7713322,-73.917997
40.7695037,-73.9148517
40.7698433,-73.916771
40.742302,-73.9493078
40.7089825,-73.9595471
40.7091802,-73.9601272
40.709552,-73.958862
40.7088858,-73.9592632
40.7106906,-73.9564585
40.7099066,-73.958642
40.7104935,-73.955501
40.7105241,-73.955126
40.7106168,-73.9550671
40.7353444,-73.9526511
40.7456627,-73.9460469
40.7448676,-73.9480788
40.714086,-73.9974137
40.7150269,-73.9967552
40.7142249,-73.9973158
40.710656,-73.9852605
40.7107224,-73.9847108
40.7042568,-74.0062889
40.7033242,-74.0077787
40.7037691,-74.0070607
40.6770933,-73.900386
40.6789451,-73.9035789
40.7487808,-73.9696886
40.7374587,-73.974153
40.7389627,-73.9730967
40.7354184,-73.9751082
40.7200288,-73.979265
40.7189977,-73.9750709
40.7221671,-73.9863325
40.7190347,-73.987954
40.7209878,-73.986948
40.7198309,-73.9875431
40.7159705,-73.9867308
40.7162121,-73.9875258
40.7297701,-73.9747286
40.7922425,-73.9412507
40.7931826,-73.940567
40.8026929,-73.9333827
40.8018404,-73.9313853
40.7544696,-74.0066114
40.7520763,-74.0009843
40.8301026,-73.9394836
40.8303383,-73.9400537
40.827176,-73.9351693
40.8276502,-73.9351572
40.8277521,-73.9350819
40.8259625,-73.9357897
40.8260165,-73.9357437
40.8258219,-73.936155
40.8267488,-73.9355403
40.850909,-73.938284
40.7098319,-73.991777
40.7101314,-73.9897846
40.7217891,-73.9998554
40.7221828,-74.0006571
40.7450188,-73.9335569
40.74516,-73.9335116
40.7450944,-73.9334255
40.7410379,-73.934312
40.744155,-73.933687
40.7455819,-73.9392201
40.7449191,-73.9332431
40.7532728,-74.003806
40.7713252,-73.9937554
40.7463878,-73.9746918
40.7466082,-73.9745284
40.7557911,-74.0019943
40.7575036,-74.0007608
40.7569672,-74.0047906
40.756032,-74.002567
40.7556578,-74.0016774
40.747023,-74.004653
40.748355,-74.003684
40.74769,-74.004168
40.7583702,-73.9943941
40.7546186,-73.997152
40.7552114,-73.9966605
40.7515409,-73.9678549
40.7493785,-73.969429
40.7513711,-73.9679757
40.7481001,-73.9702165
40.7480648,-73.9703295
40.7532392,-73.966552
40.75167169529818,-73.96768974697412
40.7525126,-73.9669158
40.75931,-73.9652916
40.7580217,-73.9662316
40.7586402,-73.9657784
40.8489191,-73.9370837
40.848093,-73.9306686
40.8480118,-73.9304923
40.8481397,-73.9308625
40.8049448,-73.9513691
40.8051865,-73.9511881
40.8621943,-73.9135097
40.8070511,-73.9243359
40.8066556,-73.9249587
40.8085125,-73.9306079
40.80826706207183,-73.93103848126006
40.8619024,-73.9124243
40.8619827,-73.9128928
40.8058192,-73.9250491
40.8044241,-73.912087
40.741996,-73.954122
40.7413348,-73.9545799
40.7420391,-73.9543458
40.743364,-73.9510648
40.74087809816807,-73.95210594493116
40.7424879,-73.9527805
40.7445092,-73.948886
40.743574,-73.9506793
40.736712,-73.9527583
40.73681692897623,-73.95277483586426
40.7339799,-73.9386869
40.767691,-73.9047824
40.6777735,-73.9358384
40.677173,-73.924765
40.6774683,-73.9303031
40.6819514,-73.9687525
40.6820499,-73.9691995
40.6757028,-73.9022524
40.6760503,-73.9061707
40.67575965191686,-73.90267708381892
40.6761321,-73.9078592
40.6764227,-73.9008256
40.7081152,-73.9570147
40.7080169,-73.9567281
40.7082844,-73.9575086
40.6960642,-73.9830264
40.6962279,-73.9814132
40.7004243,-73.987752
40.70067,-73.9877341
40.715401,-73.926926
40.7139782,-73.9263023
40.7141249,-73.9263666
40.7444531,-73.9750993
40.806416,-73.942262
40.8065955,-73.9426871
40.7222945,-73.9862562
40.7228579,-73.9881131
40.7227753,-73.9878409
40.6959405,-73.9845649
40.6959338,-73.9843465
40.7596264,-73.9954726
40.7603611,-73.9972216
40.69613,-73.9846747
40.6961976,-73.9861291
40.698677,-73.958858
40.698974,-73.95702
40.6924248,-73.9888886
40.6950173,-73.988663
40.6726978,-73.969486
40.7347504,-73.9523625
40.674022,-73.9695832
40.7227664,-73.947152
40.7246177,-73.9482326
40.7378295,-73.934975
40.730428,-73.9803529
40.7313565,-73.982557
40.743782,-73.973512
40.7433795,-73.9725427
40.8632348,-73.9197718
40.8631688,-73.9198485
40.8163963,-73.9589319
40.817007,-73.959493
40.6962675,-73.9878572
40.6962936,-73.9885443
40.7684033,-73.9817632
40.7688908,-73.9819934
40.6742358,-73.9696437
40.674664,-73.9702633
40.6740947,-73.9707167
40.6749269,-73.9708298
40.67435,-73.970655
40.8613935,-73.9246404
40.8610926,-73.9244436
40.8204199,-73.9265162
40.8207347,-73.926346
40.8185852,-73.9273791
40.8194955,-73.9269439
40.8200594,-73.9266916
40.748107,-73.947355
40.7511138,-73.9451886
40.753998,-73.94243
40.7525506,-73.9438228
40.7515804,-73.9337892
40.7497198,-73.9361334
40.6920468,-73.9824338
40.6899251,-73.9813796
40.6913087,-73.9820625
40.6762878,-73.9081521
40.680079,-73.9055347
40.6815089,-73.9041281
40.6781356,-73.9079175
40.6773681,-73.9080457
40.7156227,-73.9920831
40.7216587,-73.9936267
40.7208209,-73.9939397
40.7209767,-73.9938815
40.7141865,-73.9287539
40.7143798,-73.9298679
40.714723,-73.929601
40.7786177,-73.9816256
40.7782561,-73.9818982
40.7249392,-73.9903384
40.731019,-73.985909
40.725582,-73.98987
40.727992,-73.9881146
40.7274076,-73.9885349
40.7242892,-73.9908277
40.7425438,-73.9775341
40.7447777,-73.9758792
40.743511,-73.9768176
40.7441087,-73.9763748
40.743042,-73.9161542
40.7429835,-73.9158927
40.7449482,-73.9327892
40.7426815,-73.9159564
40.7426771,-73.9150006
40.6849516,-73.9780928
40.6847386,-73.9782167
40.7427108,-73.9523661
40.7429944,-73.9518003
40.7675876,-73.982264
40.7676883,-73.9819972
40.8740703,-73.9104301
40.8732009,-73.9115677
40.744646,-74.006385
40.745816,-74.005535
40.7422885,-74.0044325
40.7416415,-74.0048213
40.7421252,-74.0045542
40.8745523,-73.9096352
40.688761,-73.980843
40.687345,-73.979841
40.6876672,-73.9800695
40.8770817,-73.9061343
40.8768665,-73.9065065
40.877706,-73.905657
40.878924,-73.904787
40.8765175,-73.9070878
40.876749,-73.9066572
40.8732959,-73.9116731
40.8741601,-73.9105486
40.8707672,-73.9146859
40.8711588,-73.9139795
40.871216,-73.9141154
40.7444495,-73.973024
40.7454879,-73.9722603
40.7450709,-73.972567
40.6731319,-73.97034
40.6727286,-73.9700921
40.7434761,-74.0035806
40.7452231,-74.002304
40.7378801,-73.9809087
40.7366007,-73.9818452
40.7460675,-73.974927
40.7103357,-73.9568334
40.710183,-73.9584575
40.710215,-73.958007
40.7698614,-73.9131987
40.7695916,-73.911379
40.76907,-73.907996
40.7359375,-73.9748157
40.866438,-73.9304693
40.8666798,-73.9307312
40.861332,-73.92548
40.860242,-73.92842
40.8618235,-73.9241374
40.8616676,-73.9244087
40.8617501,-73.9244554
40.863121,-73.9206112
40.8617455,-73.9240648
40.8630456,-73.9205688
40.8631896,-73.92066
40.8589802,-73.9229261
40.8591987,-73.9231693
40.8595101,-73.9225464
40.8622993,-73.9205169
40.8635998,-73.9195831
40.8634843,-73.9197437
40.8637692,-73.9193403
40.8638064,-73.9194167
40.862133,-73.9133522
40.8617552,-73.9117484
40.8617825,-73.9125191
40.8618394,-73.9129334
40.862749,-73.904934
40.8627867,-73.9059773
40.8633778,-73.9199712
40.8728468,-73.9119097
40.8644347,-73.9188694
40.8644712,-73.9189539
40.8121515,-73.9461061
40.809416,-73.9481019
40.8109125,-73.9470081
40.8115415,-73.9465501
40.7047836,-74.0152442
40.7047995,-74.0164046
40.7048371,-74.0156504
40.7137811,-73.9980743
40.7140611,-73.9975944
40.7203048,-73.9939823
40.7201802,-73.9940362
40.7200948,-73.9941321
40.7172381,-73.9954766
40.7184702,-73.9948092
40.7223456,-73.9932232
40.7216185,-73.9934936
40.7240579,-73.9925863
40.7233388,-73.9928538
40.7256296,-73.9919998
40.7558137,-73.9864171
40.754842,-73.984118
40.7560361,-73.9869489
40.7584296,-73.9926312
40.7589791,-73.9939359
40.7527462,-73.9671577
40.7528275,-73.9670238
40.7617073,-74.0004569
40.753624,-73.969431
40.754877,-73.96852
40.754251,-73.968978
40.7514201,-73.9710444
40.7583127,-73.9629223
40.759619,-73.9619593
40.7705679,-73.9919943
40.7703191,-73.991402
40.7576322,-73.9634155
40.7570079,-73.9638711
40.7608639,-73.9610636
40.7602403,-73.9615093
40.74919195309763,-73.96950757911485
40.7486661,-73.9697753
40.7445132,-73.9712361
40.7457704,-73.9704356
40.768258,-73.9814928
40.8513207,-73.9412279
40.8036866,-73.9523002
40.7242438,-73.993134
40.7250362,-73.9953664
40.7243691,-73.9934855
40.7280358,-74.003005
40.7257539,-73.9976695
40.7268876,-73.9999657
40.7279861,-74.0021905
40.7228473,-73.9885668
40.7226441,-73.9879084
40.7374789,-73.935054
40.7368206,-73.9315883
40.7284535,-73.9756829
40.7200008,-73.9787205
40.7202334,-73.9794638
40.7134442,-73.9782181
40.7138115,-73.9794133
40.7142522,-73.9808919
40.7144744,-73.981642
40.708846,-74.002503
40.7094916,-74.001657
40.7124679,-73.9922661
40.7131973,-73.9923728
40.7408505,-74.0051265
40.7409462,-74.0053437
40.7431589,-74.0074665
40.74347,-74.007238
40.744061,-74.006811
40.7368726,-73.9785141
40.7401752,-73.9761435
40.738172,-73.977603
40.738796,-73.977148
40.7350189,-73.9798823
40.7364686,-73.9787989
40.7355808,-73.9794353
40.725513,-74.004031
40.7278344,-74.0030836
40.7428829,-74.0039992
40.7431864,-73.9720776
40.7400465,-73.9727023
40.7591031,-73.992139
40.752898,-73.9966816
40.722915,-73.9888033
40.7205327,-73.9898571
40.7216919,-73.9892727
40.7792922,-73.9811304
40.7844628,-73.9773621
40.7831525,-73.9783287
40.7940493,-73.970364
40.7876846,-73.9750103
40.7902424,-73.9731431
40.7933783,-73.9708539
40.780561,-73.98021
40.7046327,-74.0142203
40.8047876,-73.9661339
40.8073074,-73.9643043
40.8158075,-73.9583909
40.8105701,-73.9621944
40.8112589,-73.9616861
40.7739217,-73.9823238
40.7730986,-73.9823049
40.8013053,-73.9677887
40.795291,-73.9712265
40.7971827,-73.9698323
40.7946106,-73.971682
40.7950655,-73.9713775
40.8336979,-73.9453257
40.834739,-73.9445661
40.8264178,-73.9503944
40.8220008,-73.9536232
40.8238602,-73.9522576
40.8391601,-73.9410885
40.8407671,-73.939924
40.8398471,-73.9405865
40.8042094,-73.966794
40.802787,-73.9678102
40.815657,-73.9582483
40.819405,-73.9554946
40.8181551,-73.9564305
40.8201687,-73.9552062
40.8182375,-73.9566189
40.7779293,-73.9821323
40.7787921,-73.9820581
40.7819523,-73.975483
40.7809972,-73.976181
40.7832429,-73.9745419
40.7344472,-73.9898997
40.7339693,-73.9887747
40.7235806,-73.9910023
40.7235974,-73.9910578
40.7124693,-73.992567
40.7111459,-73.992337
40.7040838,-74.0089636
40.811725,-73.954835
40.8122318,-73.9552731
40.7521959,-73.9934596
40.7510002,-73.990617
40.7691175,-73.988561
40.7671828,-73.9899624
40.7684455,-73.9890489
40.7953221,-73.9359046
40.7950746,-73.9360936
40.7800561,-73.9470548
40.7804755,-73.9467416
40.7831928,-73.9447749
40.7837221,-73.9443849
40.7833012,-73.9446955
40.7677068,-73.9560696
40.7675505,-73.9561829
40.7893421,-73.94027
40.7889397,-73.9405592
40.7761941,-73.9498734
40.7759947,-73.9500207
40.800458,-73.932153
40.800711,-73.931969
40.7813273,-73.9461283
40.7810994,-73.9462903
40.7977285,-73.9341413
40.7985861,-73.9335218
40.7986779,-73.9334547
40.7849209,-73.9435035
40.7839488,-73.944217
40.8027762,-73.9335781
40.8034385,-73.9330904
40.7849357,-73.9466006
40.7846022,-73.9468381
40.7842627,-73.9470807
40.7831346,-73.9478998
40.8043853,-73.9374246
40.8040953,-73.9367234
40.8037216,-73.9358199
40.7220522,-73.9854578
40.7219231,-73.9855265
40.8229651,-73.938212
40.8223425,-73.9386611
40.8248549,-73.9368589
40.8254698,-73.9364062
40.8004313,-73.9657046
40.8011074,-73.965211
40.7714459,-73.9822732
40.7683169,-73.9822255
40.7689456,-73.9822067
40.7697921,-73.9822548
40.7726333,-73.982295
40.7951146,-73.9716038
40.8022513,-73.9679079
40.7972533,-73.9700079
40.8104995,-73.9620178
40.8111851,-73.9615185
40.8124374,-73.9605705
40.8080666,-73.9639998
40.80414,-73.9666179
40.7134518,-73.9984931
40.7931587,-73.9673083
40.7954714,-73.9656182
40.7722774,-73.9825376
40.738552,-73.999684
40.7397447,-74.0024906
40.7409922,-74.0054494
40.7421216,-74.0081809
40.830891,-73.941368
40.8315635,-73.9429693
40.830458,-73.940346
40.8328285,-73.9459609
40.8327461,-73.9457725
40.7667157,-73.9828727
40.767916,-73.9857183
40.7672587,-73.9841634
40.7979386,-73.9400272
40.803024,-73.93631
40.802397,-73.93677
40.7653085,-73.9638433
40.7658448,-73.9634512
40.7671355,-73.9825857
40.74121,-73.9538935
40.7488046,-73.9377098
40.7482804,-73.9391782
40.7524239,-73.9243514
40.751977,-73.9319158
40.7520865,-73.9258903
40.7520598,-73.9278238
40.7520351,-73.9289539
40.7536709,-73.9146901
40.7536652,-73.9146439
40.7530652,-73.9214659
40.7530683,-73.9111078
40.752996,-73.9106123
40.749089,-73.9369578
40.7493411,-73.9365677
40.7538761,-73.9175126
40.7538889,-73.9165252
40.7677832,-73.9294913
40.768229,-73.929135
40.755234,-73.941239
40.7722511,-73.9259342
40.761344,-73.935396
40.7598727,-73.9367994
40.7450343,-73.9483893
40.7473424,-73.9476117
40.7608946,-73.9641336
40.7606127,-73.9643451
40.7612328,-73.9639047
40.7618673,-73.9634382
40.72116,-73.906331
40.721884,-73.904441
40.7197698,-73.9107974
40.7209664,-73.9068768
40.7205934,-73.9079282
40.7227971,-73.9017632
40.711962,-73.940688
40.711641,-73.943911
40.712524,-73.93832
40.712782,-73.937248
40.711324,-73.947245
40.711481,-73.945596
40.713373,-73.934802
40.7428021,-73.9169622
40.699882,-73.908299
40.700034,-73.906978
40.7431199,-73.916801
40.7427929,-73.9168911
40.7460185,-73.9411778
40.7217072,-73.9843207
40.7215462,-73.9837903
40.7214212,-73.9838683
40.7211663,-73.9830263
40.8013329,-73.9315143
40.8009967,-73.9317635
40.7893159,-73.9433959
40.7882821,-73.9441649
40.8282617,-73.9351294
40.8044964,-73.9514862
40.8038638,-73.9519406
40.8035157,-73.9522055
40.8031867,-73.9524559
40.8222816,-73.9385175
40.8225774,-73.9383022
40.8127201,-73.9455002
40.8133636,-73.9450358
40.8047937,-73.9512641
40.8241529,-73.937135
40.8247839,-73.9366888
40.8012531,-73.9538421
40.8028342,-73.9527034
40.8018826,-73.9533779
40.6816834,-73.9674935
40.6815195,-73.9666864
40.6937733,-73.9631396
40.695378,-73.949207
40.694579,-73.956143
40.696304,-73.9888615
40.7432249,-73.9177213
40.7441993,-73.9261186
40.7434403,-73.919581
40.7440837,-73.9251532
40.743976,-73.9242277
40.7448355,-73.9316469
40.7489234,-73.9373948
40.700122,-73.906211
40.700271,-73.90488
40.700192,-73.905605
40.7226247,-73.9015284
40.721628,-73.903118
40.692904,-73.928043
40.692604,-73.927507
40.7104981,-73.9570508
40.7084171,-73.9578957
40.7027701,-73.9454473
40.7054336,-73.9502136
40.7029999,-73.9458579
40.7032154,-73.9462428
40.7394963,-73.9826645
40.7400489,-73.9822497
40.684368,-73.913037
40.685317,-73.914701
40.6857666,-73.9155216
40.686391,-73.916611
40.700281,-73.941149
40.698848,-73.938568
40.69948,-73.939728
40.695028,-73.931773
40.6969908,-73.9352898
40.698405,-73.937773
40.695358,-73.932366
40.6839065,-73.9122672
40.6878737,-73.9872592
40.687773,-73.987
40.6917211,-73.9892092
40.6958959,-73.9830791
40.6960193,-73.9866032
40.6961267,-73.9844509
40.6960811,-73.9833733
40.6906383,-73.9894372
40.690333,-73.9896507
40.7344955,-73.9524469
40.7346018,-73.952496
40.7435563,-73.950712
40.7347279,-73.9377285
40.7357452,-73.9367525
40.7204518,-73.9895903
40.7225378,-73.9886693
40.7216077,-73.9889948
40.7193292,-73.9904805
40.694674,-73.931145
40.683505,-73.911512
40.6807406,-73.9066699
40.682684,-73.910067
40.6950339,-73.9889633
40.6924231,-73.9890555
40.6960997,-73.9886131
40.685645,-73.91529
40.6895108,-73.9813327
40.6899292,-73.9815404
40.6889411,-73.9810499
40.692002,-73.92645
40.690768,-73.924287
40.6853165,-73.9783576
40.6852017,-73.9782702
40.700725,-73.941931
40.7057141,-73.9261317
40.70191,-73.936982
40.702674,-73.933951
40.704717,-73.928738
40.7004243,-73.9443941
40.700405,-73.944617
40.7007001,-73.9421347
40.6919534,-73.991275
40.6810408,-73.9643933
40.6809919,-73.9641504
40.691597,-73.991448
40.690993,-73.991742
40.6844242,-73.9783995
40.6842821,-73.9780259
40.6843767,-73.978278
40.6837888,-73.9788027
40.683144,-73.9792307
40.6811902,-73.9644111
40.6814181,-73.9655139
40.686947,-73.9175477
